Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2018-08-15,898.35,899.33,837.44,844.17
2018-08-16,844.94,901,837.01,886.83
2018-08-17,888.45,915.25,885.5,915.25
2018-08-20,912.36,922.43,910.35,918.4
2018-08-21,919.75,921.29,912.12,918.09
2018-08-22,918.9,928.4,910.43,927.17
2018-08-23,927.53,928.34,913.92,915.84
2018-08-24,917.28,941.36,914.38,936.5
2018-08-27,938.49,951.88,933.07,950.5
2018-08-28,952.75,955.11,937.98,939.98
2018-08-29,942.45,966.98,940.63,965.6
2018-08-30,965.28,984.04,955.58,970.02
2018-08-31,969.9,986.63,969.9,983.82
2018-09-03,983.55,986.96,978.35,983.37
2018-09-04,983,988.07,956.44,980.84
2018-09-05,981.57,988.1,971.78,974.32
2018-09-06,977.78,987.25,973.4,976.17
2018-09-07,976.83,990.06,973.11,979.91
2018-09-10,980.7,992.16,976.39,979.96
2018-09-11,978.8,985.06,969.42,975.73
2018-09-12,975.96,981.9,971.23,977.94
2018-09-13,978.57,984.46,975.77,981.94
2018-09-14,982.14,988.34,976.97,979.48
2018-09-17,978.3,987.32,976.2,987
2018-09-18,986.01,1014.55,982.7,1013.3
2018-09-19,1013.48,1041,1012.66,1036.8
2018-09-20,1039.66,1055.85,1035.05,1053
2018-09-21,1052.06,1057.91,1042.78,1053.04
2018-09-24,1051.32,1062.8,1043.85,1061.43
2018-09-25,1062.1,1069.02,1052.27,1061.67
2018-09-26,1061.44,1075.01,1058.72,1068.09
2018-09-27,1068.3,1085.9,1061.5,1085.27
2018-09-28,1085.3,1095.18,1074.68,1076.21
2018-10-01,1076.36,1077.16,1050.26,1059.75
2018-10-02,1060.02,1067.45,1045.44,1055.48
2018-10-03,1056.76,1068.13,1049.95,1059.59
2018-10-04,1060.75,1066.18,1051.9,1056.29
2018-10-05,1057.88,1077.65,1054.46,1071.01
2018-10-08,1070.66,1077.93,1058.79,1077.26
2018-10-09,1077.28,1086.12,1069.29,1071.95
2018-10-10,1071.14,1081.45,1065.9,1068.05
2018-10-11,1069.01,1095.43,1068.43,1079.64
2018-10-12,1080.75,1090.64,1067.28,1068.78
2018-10-15,1067.7,1090.45,1067.7,1085.42
2018-10-16,1086.9,1089.75,1077.59,1080.85
2018-10-17,1079.76,1084.66,1071.88,1073.24
2018-10-18,1072.35,1079.69,1067.28,1070.5
2018-10-19,1073.73,1090.52,1073.08,1082.53
2018-10-22,1082.16,1124.89,1082.16,1124.82
2018-10-23,1124.07,1150.61,1118.72,1144.58
2018-10-24,1143.91,1143.98,1125.81,1128.49
2018-10-25,1127.73,1129.94,1103,1104.19
2018-10-26,1104.23,1108.07,1085.99,1107.82
2018-10-29,1105.12,1121.14,1089.13,1091.2
2018-10-30,1091,1099.5,1067.55,1076.56
2018-10-31,1077.37,1088.33,1070,1081.43
2018-11-01,1080.94,1101.9,1078.95,1096.5
2018-11-02,1096.05,1122.46,1093.28,1119.16
2018-11-05,1118.16,1137.5,1113.4,1136.47
2018-11-06,1136.92,1136.92,1104.43,1118.09
2018-11-07,1117.44,1139.8,1114.82,1136.64
2018-11-08,1135.79,1136.62,1115.22,1127.67
2018-11-09,1127.09,1129.18,1110.18,1116.53
2018-11-12,1117.65,1120.9,1097.3,1098.57
2018-11-13,1100.15,1115.25,1099.13,1113.48
2018-11-14,1114.28,1134.3,1103.42,1127.44
2018-11-15,1127.7,1177.43,1125.14,1159.59
2018-11-16,1160.44,1184.26,1155.03,1177.15
2018-11-19,1176,1184.8,1160.35,1164.99
2018-11-20,1166.99,1172.6,1139.14,1145.46
2018-11-21,1145.71,1159.97,1144.28,1151.7
2018-11-22,1150.69,1155.32,1147.57,1155.2
2018-11-23,1157.68,1157.68,1120.19,1120.75
